data_extracao;prefixo;operador;placa;marca;modelo;data_primeiro_emplac;ano_fabricacao;combustivel
2026-08-20 01:58:08.516640;2400;RESTINGA TRANSPORTES COLETIVOS LTDA;ITR2400;M. BENZ;O500 U                                            ;2011-06-30;2010;DIESEL
2026-08-20 01:58:08.516640;2167;VIACAO TERESOPOLIS CAVALHADA LTDA;ISF4079;M. BENZ;OF 1722;2011-08-25;2011;DIESEL
2026-08-20 01:58:08.516640;806;CARRIS PORTO-ALEGRENSE LTDA;ITB5398;M. BENZ;O500MA                                            ;2012-04-05;2010;DIESEL
2026-08-20 01:58:08.516640;4459;VIACAO ALTO PETROPOLIS LTDA;ISP1638;M. BENZ;OF 1722;2011-12-14;2011;DIESEL
2026-08-20 01:58:08.516640;815;CARRIS PORTO-ALEGRENSE LTDA;ITX4360;VOLVO                                             ;B340M                                             ;2012-12-28;2012;DIESEL
2026-08-20 01:58:08.516640;799;CARRIS PORTO-ALEGRENSE LTDA;ISX5480;M. BENZ;O500MA                                            ;2012-02-15;2010;DIESEL
2026-08-20 01:58:08.516640;792;CARRIS PORTO-ALEGRENSE LTDA;ISY5494;M. BENZ;O-500M                                            ;2012-04-11;2011;DIESEL
2026-08-20 01:58:08.516640;803;CARRIS PORTO-ALEGRENSE LTDA;ISW3F62;M. BENZ;O500MA                                            ;2012-02-16;2010;DIESEL
2026-08-20 01:58:08.516640;3135;SUDESTE TRANSPORTES COLETIVOS LTDA;ITW5266;M. BENZ;O500MA                                            ;2012-12-21;2012;DIESEL
2026-08-20 01:58:08.516640;3527;EMPRESA GAZÔMETRO DE TRANSPORTES LTDA;IUP7043;M. BENZ;OF 1721                                           ;2013-08-15;2013;DIESEL
2026-08-20 01:58:08.516640;4444;VIACAO ALTO PETROPOLIS LTDA;IQY7355;M. BENZ;O-500M                                            ;2010-07-23;2010;DIESEL
2026-08-20 01:58:08.516640;843;CARRIS PORTO-ALEGRENSE LTDA;IWH8A21;VOLVO                                             ;B290R                                             ;2015-01-31;2014;DIESEL
2026-08-20 01:58:08.516640;6678;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ITR8078;M. BENZ;OF 1721                                           ;2012-11-07;2012;DIESEL
2026-08-20 01:58:08.516640;1062;TRANSPORTES COLETIVOS TREVO LTDA;ISM8190;M. BENZ;OF 1722;2011-11-22;2011;DIESEL
2026-08-20 01:58:08.516640;795;CARRIS PORTO-ALEGRENSE LTDA;ITA5397;M. BENZ;O-500M                                            ;2012-04-27;2011;DIESEL
2026-08-20 01:58:08.516640;6740;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRZ5416;M. BENZ;O-500M                                            ;2011-06-22;2011;DIESEL
2026-08-20 01:58:08.516640;1068;TRANSPORTES COLETIVOS TREVO LTDA;ITE6890;M. BENZ;O500MA                                            ;2012-06-19;2010;DIESEL
2026-08-20 01:58:08.516640;2132;VIACAO TERESOPOLIS CAVALHADA LTDA;ITX0273;M. BENZ;O-500M                                            ;2012-12-27;2012;DIESEL
2026-08-20 01:58:08.516640;807;CARRIS PORTO-ALEGRENSE LTDA;ITQ0895;M. BENZ;O-500M                                            ;2012-10-16;2012;DIESEL
2026-08-20 01:58:08.516640;835;CARRIS PORTO-ALEGRENSE LTDA;IWJ3D27;VOLVO                                             ;B340MA                                            ;2015-02-28;2014;DIESEL
2026-08-20 01:58:08.516640;6752;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5309;M. BENZ;O-500M                                            ;2013-06-28;2012;DIESEL
2026-08-20 01:58:08.516640;6739;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5445;M. BENZ;O-500M                                            ;2013-06-28;2012;DIESEL
2026-08-20 01:58:08.516640;1033;TRANSPORTES COLETIVOS TREVO LTDA;ISA6038;M. BENZ;O500MA                                            ;2011-06-28;2010;DIESEL
2026-08-20 01:58:08.516640;860;CARRIS PORTO-ALEGRENSE LTDA;IWI6768;VOLVO                                             ;B290R                                             ;2015-02-14;2014;DIESEL
2026-08-20 01:58:08.516640;1066;TRANSPORTES COLETIVOS TREVO LTDA;ITE6881;M. BENZ;O500MA                                            ;2012-06-19;2010;DIESEL
2026-08-20 01:58:08.516640;3141;SUDESTE TRANSPORTES COLETIVOS LTDA;ITR7245;M. BENZ;OF 1721                                           ;2012-11-06;2012;DIESEL
2026-08-20 01:58:08.516640;3143;SUDESTE TRANSPORTES COLETIVOS LTDA;ITR7250;M. BENZ;OF 1721                                           ;2012-11-06;2012;DIESEL
2026-08-20 01:58:08.516640;2220;VIACAO TERESOPOLIS CAVALHADA LTDA;ISU7441;M. BENZ;OF 1722;2012-02-15;2011;DIESEL
2026-08-20 01:58:08.516640;2389;VIACAO BELEM NOVO LTDA;ITF7660;M. BENZ;OF 1722;2012-06-28;2011;DIESEL
2026-08-20 01:58:08.516640;6487;NORTRAN TRANSPORTES COLETIVOS LTDA;ISR1583;M. BENZ;OF 1722;2012-01-04;2011;DIESEL
2026-08-20 01:58:08.516640;3131;SUDESTE TRANSPORTES COLETIVOS LTDA;ITV3060;M. BENZ;O500MA                                            ;2012-12-12;2012;DIESEL
2026-08-20 01:58:08.516640;2191;VIACAO TERESOPOLIS CAVALHADA LTDA;ISU7436;M. BENZ;OF 1722;2012-02-15;2011;DIESEL
2026-08-20 01:58:08.516640;1017;TRANSPORTES COLETIVOS TREVO LTDA;IXC1013;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;2313;VIACAO BELEM NOVO LTDA;ITF7670;M. BENZ;OF 1722;2012-06-28;2011;DIESEL
2026-08-20 01:58:08.516640;869;CARRIS PORTO-ALEGRENSE LTDA;IWH9677;VOLVO                                             ;B290R                                             ;2015-02-05;2014;DIESEL
2026-08-20 01:58:08.516640;6629;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC0918;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;1047;TRANSPORTES COLETIVOS TREVO LTDA;IXC0972;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;3325;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1097;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;3333;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1136;M. BENZ;O500 U                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6615;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1142;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6620;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1150;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6606;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1176;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;2155;VIACAO TERESOPOLIS CAVALHADA LTDA;ITW8184;M. BENZ;O-500M                                            ;2012-12-26;2012;DIESEL
2026-08-20 01:58:08.516640;6531;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0872;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;1100;TRANSPORTES COLETIVOS TREVO LTDA;IXC0925;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6632;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC0928;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;1029;TRANSPORTES COLETIVOS TREVO LTDA;IXC0938;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6613;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1203;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;3323;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1328;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;4814;AUTO VIACAO PRESIDENTE VARGAS LTDA;IXC1667;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2026-08-20 01:58:08.516640;1117;TRANSPORTES COLETIVOS TREVO LTDA;IXC1J65;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2026-08-20 01:58:08.516640;4307;VIACAO ESTORIL LTDA;ISN8831;M. BENZ;O-500M                                            ;2011-11-30;2011;DIESEL
2026-08-20 01:58:08.516640;2338;VIACAO BELEM NOVO LTDA;ITW8864;M. BENZ;O-500M                                            ;2012-12-26;2012;DIESEL
2026-08-20 01:58:08.516640;856;CARRIS PORTO-ALEGRENSE LTDA;IWH9705;VOLVO                                             ;B290R                                             ;2015-02-06;2014;DIESEL
2026-08-20 01:58:08.516640;3308;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC0883;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;3317;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC0949;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;2420;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC1002;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6434;NORTRAN TRANSPORTES COLETIVOS LTDA;ITH0271;M. BENZ;OF 1722;2012-07-09;2011;DIESEL
2026-08-20 01:58:08.516640;1049;TRANSPORTES COLETIVOS TREVO LTDA;ISM2638;M. BENZ;OF 1722;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;6162;AUTO VIACAO NAVEGANTES LTDA;IUI2667;M. BENZ;OF 1721                                           ;2013-05-29;2012;DIESEL
2026-08-20 01:58:08.516640;744;CARRIS PORTO-ALEGRENSE LTDA;IQY3680;M. BENZ;O-500M                                            ;2010-07-16;2010;DIESEL
2026-08-20 01:58:08.516640;6742;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5446;M. BENZ;O-500M                                            ;2013-06-28;2012;DIESEL
2026-08-20 01:58:08.516640;4492;VIACAO ALTO PETROPOLIS LTDA;ITT6122;M. BENZ;O-500M                                            ;2012-11-29;2012;DIESEL
2026-08-20 01:58:08.516640;3115;SUDESTE TRANSPORTES COLETIVOS LTDA;ISL6896;M. BENZ;O-500M                                            ;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;2139;VIACAO TERESOPOLIS CAVALHADA LTDA;ISU7437;M. BENZ;OF 1722;2012-02-15;2011;DIESEL
2026-08-20 01:58:08.516640;814;CARRIS PORTO-ALEGRENSE LTDA;ITX4534;VOLVO                                             ;B340M                                             ;2012-12-28;2012;DIESEL
2026-08-20 01:58:08.516640;1045;TRANSPORTES COLETIVOS TREVO LTDA;ISP5247;M. BENZ;O500MA                                            ;2011-12-15;2011;DIESEL
2026-08-20 01:58:08.516640;1091;TRANSPORTES COLETIVOS TREVO LTDA;ISA6A42;M. BENZ;O500MA                                            ;2011-06-28;2010;DIESEL
2026-08-20 01:58:08.516640;867;CARRIS PORTO-ALEGRENSE LTDA;IWI6713;VOLVO                                             ;B290R                                             ;2015-02-14;2014;DIESEL
2026-08-20 01:58:08.516640;861;CARRIS PORTO-ALEGRENSE LTDA;IWH8048;VOLVO                                             ;B290R                                             ;2015-01-31;2014;DIESEL
2026-08-20 01:58:08.516640;3133;SUDESTE TRANSPORTES COLETIVOS LTDA;IUB3971;VW;17230                                             ;2013-02-23;2012;DIESEL
2026-08-20 01:58:08.516640;781;CARRIS PORTO-ALEGRENSE LTDA;IRA4D26;M. BENZ;O500 U                                            ;2010-08-14;2010;DIESEL
2026-08-20 01:58:08.516640;4428;VIACAO ALTO PETROPOLIS LTDA;IQD4662;M. BENZ;O-500M                                            ;2009-09-23;2009;DIESEL
2026-08-20 01:58:08.516640;6748;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5451;M. BENZ;O-500M                                            ;2013-06-28;2012;DIESEL
2026-08-20 01:58:08.516640;3104;SUDESTE TRANSPORTES COLETIVOS LTDA;ISL6508;VW;17230                                             ;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;2135;VIACAO TERESOPOLIS CAVALHADA LTDA;ITW8181;M. BENZ;O-500M                                            ;2012-12-26;2012;DIESEL
2026-08-20 01:58:08.516640;2112;VIACAO TERESOPOLIS CAVALHADA LTDA;ITW8187;M. BENZ;O-500M                                            ;2012-12-26;2012;DIESEL
2026-08-20 01:58:08.516640;4487;VIACAO ALTO PETROPOLIS LTDA;IRN0362;M. BENZ;OF 1722M                                          ;2011-01-11;2010;DIESEL
2026-08-20 01:58:08.516640;808;CARRIS PORTO-ALEGRENSE LTDA;ITQ0905;M. BENZ;O-500M                                            ;2012-10-16;2012;DIESEL
2026-08-20 01:58:08.516640;4324;VIACAO ESTORIL LTDA;ISJ1626;M. BENZ;O-500M                                            ;2011-10-07;2011;DIESEL
2026-08-20 01:58:08.516640;4457;VIACAO ALTO PETROPOLIS LTDA;ISP1676;M. BENZ;OF 1722;2011-12-14;2011;DIESEL
2026-08-20 01:58:08.516640;1094;TRANSPORTES COLETIVOS TREVO LTDA;ISM2643;M. BENZ;OF 1722;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;2230;VIACAO TERESOPOLIS CAVALHADA LTDA;ISM2792;M. BENZ;OF 1722;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;3120;SUDESTE TRANSPORTES COLETIVOS LTDA;IUB3956;VW;17230                                             ;2013-02-23;2012;DIESEL
2026-08-20 01:58:08.516640;3121;SUDESTE TRANSPORTES COLETIVOS LTDA;IUB3969;VW;17230                                             ;2013-02-27;2012;DIESEL
2026-08-20 01:58:08.516640;819;CARRIS PORTO-ALEGRENSE LTDA;ITX4347;VOLVO                                             ;B340M                                             ;2012-12-28;2012;DIESEL
2026-08-20 01:58:08.516640;3116;SUDESTE TRANSPORTES COLETIVOS LTDA;ISL6865;M. BENZ;O-500M                                            ;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;6484;NORTRAN TRANSPORTES COLETIVOS LTDA;ISR1523;M. BENZ;OF 1722;2012-01-04;2011;DIESEL
2026-08-20 01:58:08.516640;4309;VIACAO ESTORIL LTDA;IQU3139;M. BENZ;O-500M                                            ;2010-05-15;2010;DIESEL
2026-08-20 01:58:08.516640;3124;SUDESTE TRANSPORTES COLETIVOS LTDA;IUB4007;VW;17230                                             ;2013-02-23;2012;DIESEL
2026-08-20 01:58:08.516640;3130;SUDESTE TRANSPORTES COLETIVOS LTDA;ITW5268;M. BENZ;O-500M                                            ;2012-12-21;2012;DIESEL
2026-08-20 01:58:08.516640;845;CARRIS PORTO-ALEGRENSE LTDA;IWI2106;VOLVO                                             ;B290R                                             ;2015-02-05;2014;DIESEL
2026-08-20 01:58:08.516640;3101;SUDESTE TRANSPORTES COLETIVOS LTDA;ISQ2158;VW;17230                                             ;2012-01-04;2011;DIESEL
2026-08-20 01:58:08.516640;847;CARRIS PORTO-ALEGRENSE LTDA;IWO4108;VOLVO                                             ;B290R                                             ;2015-05-29;2014;DIESEL
2026-08-20 01:58:08.516640;4470;VIACAO ALTO PETROPOLIS LTDA;IRQ4902;M. BENZ;O 500                                             ;2011-02-25;2010;DIESEL
2026-08-20 01:58:08.516640;778;CARRIS PORTO-ALEGRENSE LTDA;IRA5099;M. BENZ;O500 U                                            ;2010-08-14;2010;DIESEL
2026-08-20 01:58:08.516640;4521;VIACAO ALTO PETROPOLIS LTDA;IQU3093;M. BENZ;O-500M                                            ;2010-05-15;2010;DIESEL
2026-08-20 01:58:08.516640;6717;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRZ5422;M. BENZ;O-500M                                            ;2011-06-22;2011;DIESEL
2026-08-20 01:58:08.516640;6807;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ITU4750;M. BENZ;OF 1721                                           ;2012-12-04;2012;DIESEL
2026-08-20 01:58:08.516640;3080;SUDESTE TRANSPORTES COLETIVOS LTDA;IRA6496;M. BENZ;O-500M                                            ;2010-08-14;2010;DIESEL
2026-08-20 01:58:08.516640;2499;RESTINGA TRANSPORTES COLETIVOS LTDA;ISM3D81;M. BENZ;O-500M                                            ;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;6406;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0I27;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6627;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC0914;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;2334;VIACAO BELEM NOVO LTDA;IXC0295;M. BENZ;OF 1721                                           ;2016-02-12;2015;DIESEL
2026-08-20 01:58:08.516640;840;CARRIS PORTO-ALEGRENSE LTDA;IWH8035;VOLVO                                             ;B290R                                             ;2015-01-31;2014;DIESEL
2026-08-20 01:58:08.516640;1099;TRANSPORTES COLETIVOS TREVO LTDA;ISM8196;M. BENZ;OF 1722;2011-11-22;2011;DIESEL
2026-08-20 01:58:08.516640;2010;AUTO VIACAO PRESIDENTE VARGAS LTDA;ISQ8250;M. BENZ;O-500M                                            ;2011-12-29;2011;DIESEL
2026-08-20 01:58:08.516640;6571;NORTRAN TRANSPORTES COLETIVOS LTDA;ITU9A66;M. BENZ;O500MA                                            ;2012-12-07;2012;DIESEL
2026-08-20 01:58:08.516640;6564;NORTRAN TRANSPORTES COLETIVOS LTDA;IUL9F20;M. BENZ;O500MA                                            ;2013-06-29;2012;DIESEL
2026-08-20 01:58:08.516640;2316;VIACAO BELEM NOVO LTDA;IXC0292;M. BENZ;OF 1721                                           ;2016-02-12;2015;DIESEL
2026-08-20 01:58:08.516640;6602;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1168;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6604;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1274;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;3326;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1356;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;4502;VIACAO ALTO PETROPOLIS LTDA;IXC1490;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;4488;VIACAO ALTO PETROPOLIS LTDA;IRN0363;M. BENZ;OF 1722M                                          ;2011-01-11;2010;DIESEL
2026-08-20 01:58:08.516640;3108;SUDESTE TRANSPORTES COLETIVOS LTDA;ISO0872;M. BENZ;O-500M                                            ;2011-12-09;2011;DIESEL
2026-08-20 01:58:08.516640;4305;VIACAO ESTORIL LTDA;ISJ1632;M. BENZ;O-500M                                            ;2011-10-07;2011;DIESEL
2026-08-20 01:58:08.516640;854;CARRIS PORTO-ALEGRENSE LTDA;IWP2770;VOLVO                                             ;B290R                                             ;2015-06-13;2014;DIESEL
2026-08-20 01:58:08.516640;2496;RESTINGA TRANSPORTES COLETIVOS LTDA;ISM3385;M. BENZ;O 500                                             ;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;2488;RESTINGA TRANSPORTES COLETIVOS LTDA;ISM3387;M. BENZ;O500MA                                            ;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;804;CARRIS PORTO-ALEGRENSE LTDA;ISW3548;M. BENZ;O500MA                                            ;2012-02-14;2010;DIESEL
2026-08-20 01:58:08.516640;3110;SUDESTE TRANSPORTES COLETIVOS LTDA;ISO4243;M. BENZ;O-500M                                            ;2011-12-09;2011;DIESEL
2026-08-20 01:58:08.516640;3132;SUDESTE TRANSPORTES COLETIVOS LTDA;ITW5244;M. BENZ;O500MA                                            ;2012-12-21;2012;DIESEL
2026-08-20 01:58:08.516640;1211;TRANSPORTES COLETIVOS TREVO LTDA;ISA6A47;M. BENZ;O500MA                                            ;2011-06-28;2010;DIESEL
2026-08-20 01:58:08.516640;3119;SUDESTE TRANSPORTES COLETIVOS LTDA;ISL6863;M. BENZ;O-500M                                            ;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;1054;TRANSPORTES COLETIVOS TREVO LTDA;ITE6I65;M. BENZ;OF 1722M                                          ;2012-06-19;2011;DIESEL
2026-08-20 01:58:08.516640;1013;TRANSPORTES COLETIVOS TREVO LTDA;ITE6875;M. BENZ;OF 1722;2012-06-19;2011;DIESEL
2026-08-20 01:58:08.516640;4016;EMPRESA GAZÔMETRO DE TRANSPORTES LTDA;IRO1645;M. BENZ;OF 1722M                                          ;2011-01-25;2010;DIESEL
2026-08-20 01:58:08.516640;724;CARRIS PORTO-ALEGRENSE LTDA;IQY3906;VOLVO                                             ;B7R                                               ;2010-07-16;2010;DIESEL
2026-08-20 01:58:08.516640;6804;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ITW4428;M. BENZ;O500MA                                            ;2012-12-27;2012;DIESEL
2026-08-20 01:58:08.516640;2306;VIACAO BELEM NOVO LTDA;ITG4971;M. BENZ;OF 1722;2011-12-31;2011;DIESEL
2026-08-20 01:58:08.516640;3144;SUDESTE TRANSPORTES COLETIVOS LTDA;ITW5258;M. BENZ;O500MA                                            ;2012-12-21;2012;DIESEL
2026-08-20 01:58:08.516640;6750;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5448;M. BENZ;O-500M                                            ;2013-06-28;2012;DIESEL
2026-08-20 01:58:08.516640;791;CARRIS PORTO-ALEGRENSE LTDA;ISY5470;M. BENZ;O-500M                                            ;2012-04-11;2011;DIESEL
2026-08-20 01:58:08.516640;4493;VIACAO ALTO PETROPOLIS LTDA;ITT6163;M. BENZ;O-500M                                            ;2012-11-29;2012;DIESEL
2026-08-20 01:58:08.516640;4499;VIACAO ALTO PETROPOLIS LTDA;ITT6181;M. BENZ;OF 1721                                           ;2012-11-29;2012;DIESEL
2026-08-20 01:58:08.516640;1037;TRANSPORTES COLETIVOS TREVO LTDA;IRL7267;M. BENZ;OF 1722M                                          ;2010-12-21;2010;DIESEL
2026-08-20 01:58:08.516640;865;CARRIS PORTO-ALEGRENSE LTDA;IWI7806;VOLVO                                             ;B290R                                             ;2015-02-19;2014;DIESEL
2026-08-20 01:58:08.516640;2397;VIACAO BELEM NOVO LTDA;ISP2950;M. BENZ;O500MA                                            ;2011-12-14;2010;DIESEL
2026-08-20 01:58:08.516640;2497;RESTINGA TRANSPORTES COLETIVOS LTDA;ISM3D83;M. BENZ;O 500                                             ;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;2183;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK3404;M. BENZ;OF 1722;2011-10-22;2011;DIESEL
2026-08-20 01:58:08.516640;4333;VIACAO ESTORIL LTDA;ITV3602;M. BENZ;OF 1721                                           ;2012-12-11;2012;DIESEL
2026-08-20 01:58:08.516640;809;CARRIS PORTO-ALEGRENSE LTDA;ITX4384;VOLVO                                             ;B340M                                             ;2012-12-28;2012;DIESEL
2026-08-20 01:58:08.516640;4446;VIACAO ALTO PETROPOLIS LTDA;IQD4659;M. BENZ;O-500M                                            ;2009-09-23;2009;DIESEL
2026-08-20 01:58:08.516640;3107;SUDESTE TRANSPORTES COLETIVOS LTDA;ISL5147;VW;17230                                             ;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;1024;TRANSPORTES COLETIVOS TREVO LTDA;ISP5C49;M. BENZ;O500MA                                            ;2011-12-15;2011;DIESEL
2026-08-20 01:58:08.516640;841;CARRIS PORTO-ALEGRENSE LTDA;IWK6349;VOLVO                                             ;B290R                                             ;2015-03-24;2014;DIESEL
2026-08-20 01:58:08.516640;3112;SUDESTE TRANSPORTES COLETIVOS LTDA;ISL6861;M. BENZ;O-500M                                            ;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;4851;AUTO VIACAO PRESIDENTE VARGAS LTDA;ITV7154;M. BENZ;O-500M                                            ;2012-12-13;2012;DIESEL
2026-08-20 01:58:08.516640;863;CARRIS PORTO-ALEGRENSE LTDA;IWH8033;VOLVO                                             ;B290R                                             ;2015-01-31;2014;DIESEL
2026-08-20 01:58:08.516640;2138;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK2224;M. BENZ;OF 1722;2011-10-22;2011;DIESEL
2026-08-20 01:58:08.516640;1150;TRANSPORTES COLETIVOS TREVO LTDA;ISM2647;M. BENZ;OF 1722;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;1170;TRANSPORTES COLETIVOS TREVO LTDA;ISM2653;M. BENZ;OF 1722;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;4022;EMPRESA GAZÔMETRO DE TRANSPORTES LTDA;ISX3097;M. BENZ;OH 1622                                           ;2012-03-23;2011;DIESEL
2026-08-20 01:58:08.516640;4323;VIACAO ESTORIL LTDA;ISQ4103;M. BENZ;O-500M                                            ;2011-12-24;2011;DIESEL
2026-08-20 01:58:08.516640;837;CARRIS PORTO-ALEGRENSE LTDA;IWK4766;VOLVO                                             ;B290R                                             ;2015-03-18;2014;DIESEL
2026-08-20 01:58:08.516640;2490;RESTINGA TRANSPORTES COLETIVOS LTDA;ISA6A21;M. BENZ;O500MA                                            ;2011-06-28;2010;DIESEL
2026-08-20 01:58:08.516640;4849;AUTO VIACAO PRESIDENTE VARGAS LTDA;ITV7133;M. BENZ;O-500M                                            ;2012-12-13;2012;DIESEL
2026-08-20 01:58:08.516640;4477;VIACAO ALTO PETROPOLIS LTDA;IQY7343;M. BENZ;O-500M                                            ;2010-07-23;2010;DIESEL
2026-08-20 01:58:08.516640;822;CARRIS PORTO-ALEGRENSE LTDA;IWO1476;VOLVO                                             ;B340MA                                            ;2015-05-23;2014;DIESEL
2026-08-20 01:58:08.516640;4332;VIACAO ESTORIL LTDA;IRM2497;M. BENZ;OF 1722M                                          ;2010-12-30;2010;DIESEL
2026-08-20 01:58:08.516640;1003;TRANSPORTES COLETIVOS TREVO LTDA;ISM2636;M. BENZ;OF 1722;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;2409;RESTINGA TRANSPORTES COLETIVOS LTDA;ISM3389;M. BENZ;O500MA                                            ;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;753;CARRIS PORTO-ALEGRENSE LTDA;IRA3I62;M. BENZ;O500 U                                            ;2010-08-12;2010;DIESEL
2026-08-20 01:58:08.516640;818;CARRIS PORTO-ALEGRENSE LTDA;ITX4365;VOLVO                                             ;B340M                                             ;2012-12-28;2012;DIESEL
2026-08-20 01:58:08.516640;4452;VIACAO ALTO PETROPOLIS LTDA;IRQ4904;M. BENZ;O 500                                             ;2011-02-25;2010;DIESEL
2026-08-20 01:58:08.516640;788;CARRIS PORTO-ALEGRENSE LTDA;ISX5450;M. BENZ;O-500M                                            ;2012-03-21;2011;DIESEL
2026-08-20 01:58:08.516640;3114;SUDESTE TRANSPORTES COLETIVOS LTDA;ISL6878;M. BENZ;O-500M                                            ;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;4481;VIACAO ALTO PETROPOLIS LTDA;IQY7327;M. BENZ;O-500M                                            ;2010-07-23;2010;DIESEL
2026-08-20 01:58:08.516640;2346;VIACAO BELEM NOVO LTDA;ITF7G83;M. BENZ;OF 1722M                                          ;2012-06-28;2011;DIESEL
2026-08-20 01:58:08.516640;836;CARRIS PORTO-ALEGRENSE LTDA;IWJ3320;VOLVO                                             ;B340MA                                            ;2015-02-28;2014;DIESEL
